91	92	zTIL01_Pavag01G002600_chr5_1063035-1068515	zTIL01_Pavag01G002600_chr1_317915547-317918786	454	445	9	9	0	70.5	44.5	276.833333333333	1058.16666666667	0.254665863937387	0.0420538667506694	0.165133505136789	0.311130487003549	0.0432788990341985	0.13910208366596
91	92	zTIL01_Pavag01G002700_chr5_1069575-1070622	zTIL01_Pavag01G002700_chr1_317913337-317914437	360	358	2	2	0	55.3333333333333	51.6666666666667	235.166666666667	838.833333333333	0.235294117647059	0.06159348301212	0.26177230280151	0.282358178426184	0.0642702565317504	0.227619603193298
90	91	zTIL01_Pavag01G004500_chr1_317105338-317112514	zTIL01_Pavag01G004500_chr5_1241556-1247551	497	495	2	2	0	59	23	346.166666666667	1138.83333333333	0.17043813192104	0.0201961071271769	0.118495238709453	0.193350591233997	0.0204730112837425	0.105885434086755
85	86	zTIL01_Pavag01G005200_chr1_316870304-316872008	zTIL01_Pavag01G005200_chr5_1289179-1291576	228	223	5	5	0	28	22	159.833333333333	509.166666666667	0.175182481751825	0.0432078559738134	0.246644844517185	0.199515431752951	0.0445024357451398	0.223052599762031
85	86	zTIL01_Pavag01G005800_chr1_316703512-316707186	zTIL01_Pavag01G005800_chr5_1426571-1429522	522	503	19	19	0	56.5	71.5	305.333333333333	1203.66666666667	0.185043668122271	0.0594018277485461	0.321015187124886	0.212493575312119	0.0618863011406275	0.291238457679139
90	91	zTIL01_Pavag01G006300_chr1_316574965-316579046	zTIL01_Pavag01G006300_chr5_1456729-1459702	411	408	3	3	0	63.5	24.5	280.666666666667	943.333333333333	0.22624703087886	0.0259717314487633	0.114793689658051	0.269289799757775	0.0264320774599519	0.0981547666630057
40	41	zTIL01_Pavag01G007200_chr1_316406888-316409792	zTIL01_Pavag01G007200_chr5_1464173-1466897	696	694	2	2	0	130.5	32.5	480.333333333333	1601.66666666667	0.271686328938237	0.0202913631633715	0.0746867287826777	0.337354855232876	0.0205709097612041	0.0609770674472848
87	88	zTIL01_Pavag01G008000_chr1_316320337-316326494	zTIL01_Pavag01G008000_chr5_1471792-1475255	250	248	2	2	0	35	3	172.833333333333	571.166666666667	0.202507232401157	0.0052524073533703	0.0259368877402143	0.236042966094059	0.00527088553027735	0.0223301952923986
84	85	zTIL01_Pavag01G008100_chr1_316274256-316275572	zTIL01_Pavag01G008100_chr5_1476363-1477542	438	426	12	12	0	38.5	67.5	269.666666666667	1008.33333333333	0.142768850432633	0.0669421487603306	0.46888483417409	0.15837276106743	0.0701202366584452	0.442754399088807
86	87	zTIL01_Pavag01G008400_chr1_316163305-316165317	zTIL01_Pavag01G008400_chr5_1500204-1501900	315	308	7	7	0	46	47	189.833333333333	734.166666666667	0.242317822651449	0.0640181611804767	0.264190889799141	0.292663192412889	0.0669165398841995	0.228646928001091
