33	34	avirgi_Pavag03G408900_chr4_90245793-90250025	avirgi_Pavag03G408900_chr6_44272948-44277171	423	422	1	1	0	1	3	344.333333333333	921.666666666667	0.00290416263310745	0.00325497287522604	1.12079566003617	0.00290979996419172	0.00326205661037094	1.12105871555231
20	21	avirgi_Pavag03G409000_chr4_90251682-90253996	avirgi_Pavag03G409000_chr6_44269089-44271403	664	663	1	1	0	3	3	462.166666666667	1526.83333333333	0.00649116480346195	0.00196485099879926	0.302696212203908	0.00651941808789928	0.00196742926244105	0.30177988831439
21	22	avirgi_Pavag03G409100_chr4_90256389-90263242	avirgi_Pavag03G409100_chr6_44259633-44266489	646	644	2	2	0	2	1	434.666666666667	1497.33333333333	0.00460122699386503	0.000667853962600178	0.145146927871772	0.00461539918078367	0.000668151491851178	0.144765699710882
12	13	avirgi_Pavag05G001000_chr1_113701886-113702658	avirgi_Pavag05G001000_chr6_1719592-1720228	217	203	14	14	0	12	14	93.1666666666667	515.833333333333	0.128801431127013	0.027140549273021	0.210716208939149	0.141316814301649	0.027643800452961	0.195615791295392
39	40	avirgi_Pavag05G001300_chr1_113675808-113679251	avirgi_Pavag05G001300_chr6_1731914-1735478	257	255	2	2	0	20	7	174.166666666667	590.833333333333	0.114832535885167	0.0118476727785614	0.103173483779972	0.124638389543236	0.0119422483345904	0.0958151688123959
18	19	avirgi_Pavag05G002400_chr6_2003954-2012662	avirgi_Pavag05G002400_chr1_113280379-113289091	833	824	9	9	0	44.8333333333333	83.1666666666667	481	1991	0.0932085932085932	0.0417713042022434	0.448148639136337	0.0995300489442344	0.0429796112488418	0.431825480894948
17	18	avirgi_Pavag05G002500_chr1_113176251-113177045	avirgi_Pavag05G002500_chr6_2082358-2083165	300	292	8	8	0	34	20	204.5	671.5	0.166259168704156	0.0297840655249442	0.179142394113267	0.187962078172636	0.0303915978681257	0.161690050267545
17	18	avirgi_Pavag05G002600_chr1_113172384-113176067	avirgi_Pavag05G002600_chr6_2083363-2086684	801	795	6	6	0	59.5	60.5	531.5	1853.5	0.111947318908749	0.0326409495548961	0.291574196444156	0.121239265763344	0.0333725426753828	0.275261834235495
30	31	avirgi_Pavag05G002900_chr1_113115226-113117172	avirgi_Pavag05G002900_chr6_2682671-2684727	288	282	6	6	0	30	16	205.333333333333	640.666666666667	0.146103896103896	0.0249739854318418	0.170933055844606	0.162503277606444	0.0253992526173405	0.156299940477836
10	11	avirgi_Pavag05G003000_chr6_2691641-2694115	avirgi_Pavag05G003000_chr1_113106625-113109971	633	612	21	21	0	79.3333333333333	99.6666666666667	275.166666666667	1560.83333333333	0.288310115081769	0.0638547784303257	0.22147949409342	0.363884839199987	0.0667379309685534	0.183403988787439
